w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
192,488,208,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,496,208,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,504,208,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,512,208,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,520,208,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,528,208,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,536,208,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,544,208,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,552,208,248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,560,208,240,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,568,208,232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,576,208,224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,584,208,216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,592,208,208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,600,208,200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,608,208,192,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,616,208,184,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,624,208,176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,632,208,168,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,640,208,160,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,648,208,152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,656,208,144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,664,208,136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,672,208,128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,680,208,120,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,688,208,112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,696,208,104,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,704,208,96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,712,208,88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,720,208,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,728,208,72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,736,208,64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,744,208,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,752,208,48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,760,208,40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
192,768,208,32,,,,,0.0,1.0,0.0,0.0,0
184,768,216,32,,,,,0.0,0.0,1.0,0.0,0
176,768,224,32,,,,,0.0,0.0,1.0,0.0,0
168,768,232,32,,,,,0.0,0.0,1.0,0.0,0
160,768,240,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
160,760,240,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,752,240,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,744,240,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,736,240,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,728,240,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,720,240,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,712,240,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,704,240,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,696,240,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,688,240,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,680,240,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,672,240,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,664,240,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,656,240,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,648,240,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,640,240,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,632,240,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,624,240,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,616,240,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,608,240,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,600,240,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,592,240,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,584,240,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,576,240,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,568,240,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,560,240,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,552,240,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,544,240,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,536,240,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,528,240,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,520,240,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,512,240,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,504,240,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,496,240,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,488,240,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,480,240,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,472,240,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,464,240,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,456,240,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,448,240,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,440,240,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,432,240,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,424,240,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,416,240,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,408,240,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,400,240,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,392,240,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,384,240,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,376,240,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,368,240,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,360,240,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,352,240,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,344,240,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,336,240,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,328,240,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,320,240,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,312,240,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,304,240,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,296,240,504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,288,240,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,280,240,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,272,240,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,264,240,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,256,240,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,248,240,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,240,240,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,232,240,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,224,240,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,216,240,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
160,208,240,592,,,,,0.0,0.0,0.0,1.0,0
152,208,248,592,,,,,0.0,0.0,1.0,0.0,0
144,208,256,592,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
144,216,256,584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,224,256,576,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,232,256,568,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,240,256,560,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,248,256,552,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,256,256,544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,264,256,536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,272,256,528,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,280,256,520,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,288,256,512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,296,256,504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,304,256,496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,312,256,488,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,320,256,480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
144,328,256,472,,,,,0.0,1.0,0.0,0.0,2
152,328,248,472,,,,,1.0,0.0,0.0,0.0,2
160,328,240,472,,,,,1.0,0.0,0.0,0.0,2
168,328,232,472,,,,,1.0,0.0,0.0,0.0,2
176,328,224,472,,,,,1.0,0.0,0.0,0.0,2
184,328,216,472,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
184,336,216,464,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,344,216,456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,352,216,448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,360,216,440,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,368,216,432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,376,216,424,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,384,216,416,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,392,216,408,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,400,216,400,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,408,216,392,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,416,216,384,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,424,216,376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,432,216,368,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,440,216,360,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,448,216,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,456,216,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,464,216,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,472,216,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,480,216,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,488,216,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,496,216,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,504,216,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,512,216,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,520,216,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,528,216,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,536,216,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,544,216,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,552,216,248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,560,216,240,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,568,216,232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,576,216,224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,584,216,216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,592,216,208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,600,216,200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,608,216,192,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
184,616,216,184,,,,,0.0,1.0,0.0,0.0,2
192,616,208,184,,,,,1.0,0.0,0.0,0.0,2
200,616,200,184,,,,,1.0,0.0,0.0,0.0,2
208,616,192,184,,,,,1.0,0.0,0.0,0.0,2
216,616,184,184,,,,,1.0,0.0,0.0,0.0,2
224,616,176,184,,,,,1.0,0.0,0.0,0.0,2
232,616,168,184,,,,,1.0,0.0,0.0,0.0,2
240,616,160,184,,,,,1.0,0.0,0.0,0.0,2
248,616,152,184,,,,,1.0,0.0,0.0,0.0,2
256,616,144,184,,,,,1.0,0.0,0.0,0.0,2
264,616,136,184,,,,,1.0,0.0,0.0,0.0,2
272,616,128,184,,,,,1.0,0.0,0.0,0.0,2
280,616,120,184,,,,,1.0,0.0,0.0,0.0,2
288,616,112,184,,,,,1.0,0.0,0.0,0.0,2
296,616,104,184,,,,,1.0,0.0,0.0,0.0,2
304,616,96,184,,,,,1.0,0.0,0.0,0.0,2
312,616,88,184,,,,,1.0,0.0,0.0,0.0,2
320,616,80,184,,,,,1.0,0.0,0.0,0.0,2
328,616,72,184,,,,,1.0,0.0,0.0,0.0,2
336,616,64,184,,,,,1.0,0.0,0.0,0.0,2
344,616,56,184,,,,,1.0,0.0,0.0,0.0,2
352,616,48,184,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
352,608,48,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,600,48,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,592,48,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,584,48,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,576,48,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,568,48,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,560,48,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,552,48,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,544,48,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,536,48,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,528,48,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,520,48,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,512,48,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,504,48,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,496,48,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,488,48,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,480,48,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,472,48,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,464,48,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,456,48,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,448,48,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,440,48,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,432,48,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,424,48,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,416,48,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,408,48,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,400,48,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,392,48,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,384,48,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,376,48,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,368,48,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,360,48,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,352,48,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,344,48,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,336,48,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,328,48,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,320,48,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,312,48,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,304,48,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,296,48,504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,288,48,512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,280,48,520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,272,48,528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,264,48,536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,256,48,544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,248,48,552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,240,48,560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,232,48,568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,224,48,576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,216,48,584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,208,48,592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,200,48,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,192,48,608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,184,48,616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,176,48,624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,168,48,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,160,48,640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,152,48,648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,144,48,656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,136,48,664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,128,48,672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,120,48,680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,112,48,688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,104,48,696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,96,48,704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,88,48,712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,80,48,720,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,72,48,728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,64,48,736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,56,48,744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,48,48,752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
352,40,48,760,,,,,0.0,0.0,0.0,1.0,0
344,40,56,760,,,,,0.0,0.0,1.0,0.0,0
336,40,64,760,,,,,0.0,0.0,1.0,0.0,0
328,40,72,760,,,,,0.0,0.0,1.0,0.0,0
320,40,80,760,,,,,0.0,0.0,1.0,0.0,0
312,40,88,760,,,,,0.0,0.0,1.0,0.0,0
304,40,96,760,,,,,0.0,0.0,1.0,0.0,0
296,40,104,760,,,,,0.0,0.0,1.0,0.0,0
288,40,112,760,,,,,0.0,0.0,1.0,0.0,0
280,40,120,760,,,,,0.0,0.0,1.0,0.0,0
272,40,128,760,,,,,0.0,0.0,1.0,0.0,0
264,40,136,760,,,,,0.0,0.0,1.0,0.0,0
256,40,144,760,,,,,0.0,0.0,1.0,0.0,0
248,40,152,760,,,,,0.0,0.0,1.0,0.0,0
240,40,160,760,,,,,0.0,0.0,1.0,0.0,0
232,40,168,760,,,,,0.0,0.0,1.0,0.0,0
224,40,176,760,,,,,0.0,0.0,1.0,0.0,0
216,40,184,760,,,,,0.0,0.0,1.0,0.0,0
208,40,192,760,,,,,0.0,0.0,1.0,0.0,0
200,40,200,760,,,,,0.0,0.0,1.0,0.0,0
192,40,208,760,,,,,0.0,0.0,1.0,0.0,0
184,40,216,760,,,,,0.0,0.0,1.0,0.0,0
176,40,224,760,,,,,0.0,0.0,1.0,0.0,0
168,40,232,760,,,,,0.0,0.0,1.0,0.0,0
160,40,240,760,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
160,48,240,752,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,56,240,744,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,64,240,736,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,72,240,728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,80,240,720,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,88,240,712,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,96,240,704,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,104,240,696,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,112,240,688,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,120,240,680,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,128,240,672,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,136,240,664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,144,240,656,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,152,240,648,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,160,240,640,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,168,240,632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,176,240,624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,184,240,616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,192,240,608,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,200,240,600,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,208,240,592,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,216,240,584,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,224,240,576,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,232,240,568,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,240,240,560,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,248,240,552,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,256,240,544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,264,240,536,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,272,240,528,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,280,240,520,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,288,240,512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,296,240,504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,304,240,496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,312,240,488,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,320,240,480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,328,240,472,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,336,240,464,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,344,240,456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,352,240,448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,360,240,440,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,368,240,432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,376,240,424,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,384,240,416,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,392,240,408,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,400,240,400,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,408,240,392,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,416,240,384,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,424,240,376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,432,240,368,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,440,240,360,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,448,240,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,456,240,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,464,240,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,472,240,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,480,240,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,488,240,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,496,240,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,504,240,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,512,240,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,520,240,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
160,528,240,272,,,,,0.0,1.0,0.0,0.0,0
152,528,248,272,,,,,0.0,0.0,1.0,0.0,0
144,528,256,272,,,,,0.0,0.0,1.0,0.0,0
136,528,264,272,,,,,0.0,0.0,1.0,0.0,0
